filename,source,call_type,date,hour,frequency_1,sample_rate
mm17b_00000333.e.wav,Dolphin,click,7/1/16,3.0,23896.5383,64000
mm17b_00000334.e.wav,Dolphin,click,7/1/16,3.0,21559.0068,64000
mm17b_00000335.e.wav,Dolphin,click,7/1/16,3.0,24621.9791,64000
mm17b_00000336.e.wav,Dolphin,click,7/1/16,4.0,27523.7424,64000
mm17b_00000337.e.wav,Dolphin,click,7/1/16,4.0,26516.1857,64000
mm17b_00000338.e.wav,Dolphin,click,7/1/16,4.0,25629.5358,64000
mm17b_00000340.e.wav,Dolphin,click,7/1/16,4.0,27362.5333,64000
mm17b_00000343.e.wav,Dolphin,click,7/1/16,4.0,27241.6265,64000
mm17b_00000424.e.wav,Dolphin,whistle,7/1/16,11.0,11402.8356,64000
mm17b_00000587.e.wav,Dolphin,click,7/2/16,0.0,29404.5938,64000
mm17b_00000589.e.wav,Dolphin,click,7/2/16,1.0,29153.6134,64000
mm17b_00000590.e.wav,Dolphin,click,7/2/16,1.0,26058.1886,64000
mm17b_00000617.e.wav,Dolphin,click,7/2/16,3.0,26643.8095,64000
mm17b_00000664.e.wav,Dolphin,click,7/2/16,7.0,28400.6723,64000
mm17b_00000675.e.wav,Dolphin,click,7/2/16,8.0,25932.6984,64000
mm17b_00000676.e.wav,Dolphin,click,7/2/16,8.0,21205.901,64000
mm17b_00000947.e.wav,Dolphin,click,7/3/16,6.0,28066.0317,64000
mm17b_00000948.e.wav,Dolphin,click,7/3/16,7.0,24343.1559,64000
mm17b_00000949.e.wav,Dolphin,other,7/3/16,7.0,22879.1036,64000
mm17b_00000972.e.wav,Dolphin,click,7/3/16,9.0,24635.9664,64000
mm17b_00000973.e.wav,Dolphin,click,7/3/16,9.0,22837.2736,64000
mm17b_00000989.e.wav,Dolphin,click,7/3/16,10.0,29571.9141,64000
mm17b_00000994.e.wav,Dolphin,click,7/3/16,10.0,24259.4958,64000
mm17b_00001161.e.wav,Dolphin,click,7/4/16,0.0,29446.4239,64000
mm17b_00001162.e.wav,Dolphin,click,7/4/16,0.0,26434.6592,64000
mm17b_00001207.e.wav,Dolphin,click,7/4/16,4.0,27522.2409,64000
mm17b_00001208.e.wav,Dolphin,other,7/4/16,4.0,20243.8095,64000
mm17b_00001209.e.wav,Dolphin,click,7/4/16,4.0,29697.4043,64000
mm17b_00001212.e.wav,Dolphin,click,7/4/16,5.0,25096.0971,64000
mm17b_00002119.e.wav,Dolphin,click,7/7/16,8.0,26811.1298,64000
mm17b_00002122.e.wav,Dolphin,whistle,7/7/16,8.0,9409.8226,64000
mm17b_00002124.e.wav,Dolphin,click,7/7/16,9.0,25263.4174,64000
mm17b_00002174.e.wav,Dolphin,click,7/7/16,13.0,26811.1298,64000
mm17b_00002313.e.wav,Dolphin,click,7/8/16,0.0,19407.2082,64000
mm17b_00002316.e.wav,Dolphin,click,7/8/16,1.0,30366.6853,64000
mm17b_00002317.e.wav,Dolphin,click,7/8/16,1.0,29028.1232,64000
mm17b_00002319.e.wav,Dolphin,click,7/8/16,1.0,27396.7507,64000
mm17b_00002320.e.wav,Dolphin,click,7/8/16,1.0,26601.9795,64000
mm17b_00002321.e.wav,Dolphin,other,7/8/16,1.0,24886.9468,64000
mm17b_00002322.e.wav,Dolphin,click,7/8/16,1.0,25221.5873,64000
mm17b_00002323.e.wav,Dolphin,click,7/8/16,1.0,25890.8683,64000
mm17b_00002324.e.wav,Dolphin,click,7/8/16,1.0,26058.1886,64000
mm17b_00002325.e.wav,Dolphin,click,7/8/16,1.0,25430.7376,64000
mm17b_00002326.e.wav,Dolphin,click,7/8/16,1.0,26183.6788,64000
mm17b_00002466.e.wav,Dolphin,whistle,7/8/16,13.0,14722.2409,64000
mm17b_00002495.e.wav,Dolphin,click,7/8/16,15.0,25807.2082,64000
mm17b_00002497.e.wav,Dolphin,click,7/8/16,16.0,24761.4566,64000
mm17b_00002498.e.wav,Dolphin,click,7/8/16,16.0,23381.0644,64000
mm17b_00002551.e.wav,Dolphin,click,7/8/16,20.0,27522.2409,64000
mm17b_00002552.e.wav,Dolphin,other,7/8/16,20.0,20076.4893,64000
mm17b_00002553.e.wav,Dolphin,click,7/8/16,20.0,23255.5742,64000
mm17b_00002554.e.wav,Dolphin,click,7/8/16,20.0,19449.0383,64000
mm17b_00002555.e.wav,Dolphin,click,7/8/16,20.0,24008.5154,64000
mm17b_00002556.e.wav,Dolphin,click,7/8/16,21.0,30701.3259,64000
mm17b_00002557.e.wav,Dolphin,click,7/8/16,21.0,24008.5154,64000
mm17b_00002558.e.wav,Dolphin,other,7/8/16,21.0,23255.5742,64000
mm17b_00002559.e.wav,Dolphin,click,7/8/16,21.0,23046.4239,64000
mm17b_00002573.e.wav,Dolphin,click,7/8/16,22.0,27354.9206,64000
mm17b_00002574.e.wav,Dolphin,click,7/8/16,22.0,29906.5546,64000
mm17b_00002575.e.wav,Dolphin,click,7/8/16,22.0,21833.352,64000
mm17b_00002576.e.wav,Dolphin,click,7/8/16,22.0,24886.9468,64000
mm17b_00002577.e.wav,Dolphin,click,7/8/16,22.0,29028.1232,64000
mm17b_00002578.e.wav,Dolphin,click,7/8/16,22.0,29111.7834,64000
mm17b_00002579.e.wav,Dolphin,click,7/8/16,22.0,26476.4893,64000
mm17b_00002581.e.wav,Dolphin,click,7/8/16,23.0,26811.1298,64000
mm17b_00002583.e.wav,Dolphin,click,7/8/16,23.0,27689.5612,64000
mm17b_00002584.e.wav,Dolphin,click,7/8/16,23.0,25681.718,64000
mm17b_00002585.e.wav,Dolphin,click,7/8/16,23.0,23883.0252,64000
mm17b_00002586.e.wav,Dolphin,click,7/8/16,23.0,27689.5612,64000
mm17b_00002587.e.wav,Dolphin,click,7/8/16,23.0,20160.1494,64000
mm17b_00002588.e.wav,Dolphin,click,7/8/16,23.0,23046.4239,64000
mm17b_00002589.e.wav,Dolphin,click,7/8/16,23.0,25681.718,64000
mm17b_00002590.e.wav,Dolphin,click,7/8/16,23.0,23548.3847,64000
mm17b_00002591.e.wav,Dolphin,click,7/8/16,23.0,26016.3585,64000
mm17b_00002592.e.wav,Dolphin,click,7/9/16,0.0,24008.5154,64000
mm17b_00002593.e.wav,Dolphin,click,7/9/16,0.0,29781.0644,64000
mm17b_00002594.e.wav,Dolphin,other,7/9/16,0.0,23673.8749,64000
mm17b_00002595.e.wav,Dolphin,click,7/9/16,0.0,25054.267,64000
mm17b_00002596.e.wav,Dolphin,click,7/9/16,0.0,25388.9076,64000
mm17b_00002597.e.wav,Dolphin,click,7/9/16,0.0,26936.62,64000
mm17b_00002602.e.wav,Dolphin,click,7/9/16,0.0,24886.9468,64000
mm17b_00002682.e.wav,Dolphin,click,7/9/16,7.0,26643.8095,64000
mm17b_00002819.e.wav,Dolphin,click,7/9/16,18.0,26016.3585,64000
mm17b_00002823.e.wav,Dolphin,click,7/9/16,19.0,28275.1821,64000
mm17b_00002833.e.wav,Dolphin,other,7/9/16,20.0,24008.5154,64000
mm17b_00002877.e.wav,Dolphin,click,7/9/16,23.0,25179.7572,64000
mm17b_00002880.e.wav,Dolphin,click,7/10/16,0.0,27103.9402,64000
mm17b_00002881.e.wav,Dolphin,click,7/10/16,0.0,23841.1951,64000
mm17b_00002882.e.wav,Dolphin,click,7/10/16,0.0,24008.5154,64000
mm17b_00002887.e.wav,Dolphin,click,7/10/16,0.0,24092.1755,64000
mm17b_00002889.e.wav,Dolphin,click,7/10/16,0.0,30324.8553,64000
mm17b_00003215.e.wav,Dolphin,click,7/11/16,3.0,25179.7572,64000
mm17b_00003216.e.wav,Dolphin,click,7/11/16,4.0,25598.0579,64000
mm17b_00003217.e.wav,Dolphin,other,7/11/16,4.0,23130.084,64000
mm17b_00003219.e.wav,Dolphin,click,7/11/16,4.0,28149.6919,64000
mm17b_00003406.e.wav,Dolphin,click,7/11/16,19.0,27354.9206,64000
mm17b_00004400.e.wav,Dolphin,click,7/15/16,6.0,23506.5546,64000
mm17b_00004401.e.wav,Dolphin,click,7/15/16,6.0,25807.2082,64000
mm17b_00004632.e.wav,Dolphin,click,7/16/16,2.0,30617.6657,64000
mm17b_00004680.e.wav,Dolphin,click,7/16/16,6.0,27229.4304,64000
mm17b_00004681.e.wav,Dolphin,click,7/16/16,6.0,31579.7572,64000
mm17b_00004683.e.wav,Dolphin,click,7/16/16,6.0,25221.5873,64000
mm17b_00004684.e.wav,Dolphin,click,7/16/16,6.0,26685.6396,64000
mm17b_00004908.e.wav,Dolphin,click,7/17/16,1.0,27731.3912,64000
mm17b_00004909.e.wav,Dolphin,click,7/17/16,1.0,26643.8095,64000
mm17b_00004910.e.wav,Dolphin,click,7/17/16,1.0,27438.5808,64000
mm17b_00004972.e.wav,Dolphin,click,7/17/16,6.0,27773.2213,64000
mm17b_00004974.e.wav,Dolphin,click,7/17/16,6.0,28986.2932,64000
mm17b_00004988.e.wav,Dolphin,click,7/17/16,7.0,28902.6331,64000
mm17b_00004989.e.wav,Dolphin,click,7/17/16,7.0,25012.437,64000
mm17b_00005010.e.wav,Dolphin,click,7/17/16,9.0,26811.1298,64000
mm17b_00005041.e.wav,Dolphin,whistle,7/17/16,12.0,10120.9337,64000
mm17b_00005044.e.wav,Dolphin,click,7/17/16,12.0,31245.1167,64000
mm17b_00005045.e.wav,Dolphin,click,7/17/16,12.0,25347.0775,64000
mm17b_00005046.e.wav,Dolphin,click,7/17/16,12.0,25723.5481,64000
mm17b_00005047.e.wav,Dolphin,click,7/17/16,12.0,24845.1167,64000
mm17b_00005049.e.wav,Dolphin,whistle,7/17/16,12.0,11459.4958,64000
mm17b_00005162.e.wav,Dolphin,click,7/17/16,22.0,22544.4631,64000
mm17b_00005163.e.wav,Dolphin,click,7/17/16,22.0,23673.8749,64000
mm17b_00005164.e.wav,Dolphin,click,7/17/16,22.0,31579.7572,64000
mm17b_00005165.e.wav,Dolphin,click,7/17/16,22.0,27313.0906,64000
mm17b_00005166.e.wav,Dolphin,click,7/17/16,22.0,25974.5285,64000
mm17b_00005168.e.wav,Dolphin,click,7/17/16,22.0,26434.6592,64000
mm17b_00005169.e.wav,Dolphin,click,7/17/16,22.0,25305.2474,64000
mm17b_00005170.e.wav,Dolphin,click,7/17/16,22.0,22335.3128,64000
mm17b_00005172.e.wav,Dolphin,click,7/17/16,23.0,26560.1494,64000
mm17b_00005177.e.wav,Dolphin,click,7/17/16,23.0,18068.6461,64000
mm17b_00005178.e.wav,Dolphin,click,7/17/16,23.0,25012.437,64000
mm17b_00005182.e.wav,Dolphin,click,7/17/16,23.0,25137.9272,64000
mm17b_00005183.e.wav,Dolphin,click,7/17/16,23.0,21456.8814,64000
mm17b_00005186.e.wav,Dolphin,click,7/18/16,0.0,28484.3324,64000
mm17b_00005191.e.wav,Dolphin,click,7/18/16,0.0,30659.4958,64000
mm17b_00005192.e.wav,Dolphin,click,7/18/16,0.0,22167.9925,64000
mm17b_00005193.e.wav,Dolphin,click,7/18/16,0.0,27815.0514,64000
mm17b_00005194.e.wav,Dolphin,click,7/18/16,0.0,26560.1494,64000
mm17b_00005195.e.wav,Dolphin,click,7/18/16,0.0,26518.3193,64000
mm17b_00005196.e.wav,Dolphin,click,7/18/16,1.0,26978.45,64000
mm17b_00005198.e.wav,Dolphin,click,7/18/16,1.0,28609.8226,64000
mm17b_00005424.e.wav,Dolphin,click,7/18/16,20.0,29237.2736,64000
mm17b_00005428.e.wav,Dolphin,click,7/18/16,20.0,26852.9599,64000
mm17b_00006037.e.wav,Dolphin,click,7/20/16,23.0,27898.7115,64000
mm17b_00006234.e.wav,Dolphin,whistle,7/21/16,15.0,19449.0383,64000
mm17b_00006247.e.wav,Dolphin,click,7/21/16,16.0,30617.6657,64000
mm17b_00006332.e.wav,Dolphin,click,7/21/16,23.0,25514.3978,64000
mm17b_00006342.e.wav,Dolphin,click,7/22/16,0.0,28777.1429,64000
mm17b_00006347.e.wav,Dolphin,click,7/22/16,0.0,30617.6657,64000
mm17b_00006393.e.wav,Dolphin,click,7/22/16,4.0,27020.2801,64000
mm17b_00006394.e.wav,Dolphin,click,7/22/16,4.0,28191.5219,64000
mm17b_00006396.e.wav,Dolphin,click,7/22/16,5.0,25807.2082,64000
mm17b_00006402.e.wav,Dolphin,click,7/22/16,5.0,27731.3912,64000
mm17b_00006403.e.wav,Dolphin,click,7/22/16,5.0,25472.5677,64000
mm17b_00006407.e.wav,Dolphin,click,7/22/16,5.0,25137.9272,64000
mm17b_00006408.e.wav,Dolphin,click,7/22/16,6.0,27103.9402,64000
mm17b_00006409.e.wav,Dolphin,click,7/22/16,6.0,27522.2409,64000
mm17b_00006410.e.wav,Dolphin,click,7/22/16,6.0,27647.7311,64000
mm17b_00006412.e.wav,Dolphin,click,7/22/16,6.0,26016.3585,64000
mm17b_00006413.e.wav,Dolphin,click,7/22/16,6.0,31328.7768,64000
mm17b_00006437.e.wav,Dolphin,click,7/22/16,8.0,26978.45,64000
mm17b_00006439.e.wav,Dolphin,whistle,7/22/16,8.0,10539.2344,64000
mm17b_00006453.e.wav,Dolphin,whistle,7/22/16,9.0,11626.8161,64000
mm17b_00006459.e.wav,Dolphin,other,7/22/16,10.0,28526.1625,64000
mm17b_00006460.e.wav,Dolphin,whistle,7/22/16,10.0,12881.718,64000
mm17b_00006462.e.wav,Dolphin,other,7/22/16,10.0,19867.3389,64000
mm17b_00006463.e.wav,Dolphin,other,7/22/16,10.0,22167.9925,64000
mm17b_00006464.e.wav,Dolphin,other,7/22/16,10.0,25514.3978,64000
mm17b_00006465.e.wav,Dolphin,other,7/22/16,10.0,24803.2866,64000
mm17b_00006648.e.wav,Dolphin,click,7/23/16,2.0,27647.7311,64000
mm17b_00006649.e.wav,Dolphin,click,7/23/16,2.0,25932.6984,64000
mm17b_00006650.e.wav,Dolphin,click,7/23/16,2.0,28442.5023,64000
mm17b_00006651.e.wav,Dolphin,click,7/23/16,2.0,22920.9337,64000
mm17b_00006652.e.wav,Dolphin,click,7/23/16,2.0,27103.9402,64000
mm17b_00006653.e.wav,Dolphin,click,7/23/16,2.0,29697.4043,64000
mm17b_00006654.e.wav,Dolphin,click,7/23/16,2.0,25807.2082,64000
mm17b_00006655.e.wav,Dolphin,click,7/23/16,2.0,22126.1625,64000
mm17b_00006656.e.wav,Dolphin,click,7/23/16,2.0,26978.45,64000
mm17b_00006658.e.wav,Dolphin,click,7/23/16,2.0,26267.3389,64000
mm17b_00006662.e.wav,Dolphin,click,7/23/16,3.0,23673.8749,64000
mm17b_00006664.e.wav,Dolphin,click,7/23/16,3.0,31579.7572,64000
mm17b_00006683.e.wav,Dolphin,click,7/23/16,4.0,27062.1102,64000
mm17b_00006692.e.wav,Dolphin,click,7/23/16,5.0,27773.2213,64000
mm17b_00006705.e.wav,Dolphin,click,7/23/16,6.0,27480.4108,64000
mm17b_00006726.e.wav,Dolphin,whistle,7/23/16,8.0,14554.9206,64000
mm17b_00006727.e.wav,Dolphin,whistle,7/23/16,8.0,19825.5089,64000
mm17b_00006871.e.wav,Dolphin,click,7/23/16,20.0,30492.1755,64000
mm17b_00007217.e.wav,Dolphin,click,7/25/16,1.0,26978.45,64000
mm17b_00007218.e.wav,Dolphin,click,7/25/16,1.0,27271.2605,64000
mm17b_00007456.e.wav,Dolphin,click,7/25/16,21.0,24008.5154,64000
mm17b_00007457.e.wav,Dolphin,click,7/25/16,21.0,24761.4566,64000
mm17b_00007460.e.wav,Dolphin,click,7/25/16,21.0,21666.0317,64000
mm17b_00007461.e.wav,Dolphin,click,7/25/16,21.0,29655.5742,64000
mm17b_00007462.e.wav,Dolphin,click,7/25/16,21.0,27898.7115,64000
mm17b_00007463.e.wav,Dolphin,click,7/25/16,21.0,27940.5415,64000
mm17b_00007464.e.wav,Dolphin,click,7/25/16,22.0,25974.5285,64000
mm17b_00007465.e.wav,Dolphin,click,7/25/16,22.0,26518.3193,64000
mm17b_00007466.e.wav,Dolphin,click,7/25/16,22.0,20118.3193,64000
mm17b_00007467.e.wav,Dolphin,click,7/25/16,22.0,20745.7703,64000
mm17b_00007468.e.wav,Dolphin,click,7/25/16,22.0,20034.6592,64000
mm17b_00007469.e.wav,Dolphin,click,7/25/16,22.0,24008.5154,64000
